Country1,Country2,distance2,Label2,test
Australia,Jordan,0.508667942,sure-information-crossing,AustraliaJordan
Azerbaijan,Sierra Leone,0.508667942,sure-information-crossing,AzerbaijanSierra Leone
Jordan,Australia,0.508667942,sure-information-crossing,JordanAustralia
Kazakhstan,Zambia,0.508667942,sure-information-crossing,KazakhstanZambia
Sierra Leone,Azerbaijan,0.508667942,sure-information-crossing,Sierra LeoneAzerbaijan
Zambia,Kazakhstan,0.508667942,sure-information-crossing,ZambiaKazakhstan
Austria,Trinidad and Tobago,0.508795561,sure-information-crossing,AustriaTrinidad and Tobago
Trinidad and Tobago,Austria,0.508795561,sure-information-crossing,Trinidad and TobagoAustria
Germany,Slovakia,0.508838093,sure-information-crossing,GermanySlovakia
Slovakia,Germany,0.508838093,sure-information-crossing,SlovakiaGermany
Azerbaijan,Kenya,0.508880622,sure-information-crossing,AzerbaijanKenya
Kenya,Azerbaijan,0.508880622,sure-information-crossing,KenyaAzerbaijan
India,Ukraine,0.509135721,sure-information-crossing,IndiaUkraine
Ukraine,India,0.509135721,sure-information-crossing,UkraineIndia
Czech Republic,Malaysia,0.509220726,sure-information-crossing,Czech RepublicMalaysia
Malaysia,Czech Republic,0.509220726,sure-information-crossing,MalaysiaCzech Republic
Namibia,South Africa,0.509433176,sure-information-crossing,NamibiaSouth Africa
South Africa,Namibia,0.509433176,sure-information-crossing,South AfricaNamibia
Croatia,Norway,0.509475655,sure-information-crossing,CroatiaNorway
Norway,Croatia,0.509475655,sure-information-crossing,NorwayCroatia
Indonesia,Italy,0.509518131,sure-information-crossing,IndonesiaItaly
Iraq,Vietnam,0.509518131,sure-information-crossing,IraqVietnam
Italy,Indonesia,0.509518131,sure-information-crossing,ItalyIndonesia
Kazakhstan,Malta,0.509518131,sure-information-crossing,KazakhstanMalta
Malta,Kazakhstan,0.509518131,sure-information-crossing,MaltaKazakhstan
Vietnam,Iraq,0.509518131,sure-information-crossing,VietnamIraq
Croatia,Guatemala,0.509560603,sure-information-crossing,CroatiaGuatemala
Guatemala,Croatia,0.509560603,sure-information-crossing,GuatemalaCroatia
Bosnia and Herzegovina,Lithuania,0.509645537,sure-information-crossing,Bosnia and HerzegovinaLithuania
Lithuania,Bosnia and Herzegovina,0.509645537,sure-information-crossing,LithuaniaBosnia and Herzegovina
Argentina,Malaysia,0.509730457,sure-information-crossing,ArgentinaMalaysia
Malaysia,Argentina,0.509730457,sure-information-crossing,MalaysiaArgentina
Angola,Serbia,0.509815362,sure-information-crossing,AngolaSerbia
Angola,Serbia and montenegro,0.509815362,sure-information-crossing,AngolaSerbia and montenegro
Serbia,Angola,0.509815362,sure-information-crossing,SerbiaAngola
Serbia and montenegro,Angola,0.509815362,sure-information-crossing,Serbia and montenegroAngola
Albania,Hungary,0.509985131,sure-information-crossing,AlbaniaHungary
Hungary,Albania,0.509985131,sure-information-crossing,HungaryAlbania
India,Mozambique,0.509985131,sure-information-crossing,IndiaMozambique
Mozambique,India,0.509985131,sure-information-crossing,MozambiqueIndia
New Zealand,Turkey,0.510027564,sure-information-crossing,New ZealandTurkey
Turkey,New Zealand,0.510027564,sure-information-crossing,TurkeyNew Zealand
Egypt,Vietnam,0.510069994,sure-information-crossing,EgyptVietnam
Vietnam,Egypt,0.510069994,sure-information-crossing,VietnamEgypt
China,Ukraine,0.51028209,sure-information-crossing,ChinaUkraine
Ukraine,China,0.51028209,sure-information-crossing,UkraineChina
Armenia,Germany,0.510409306,sure-information-crossing,ArmeniaGermany
Germany,Armenia,0.510409306,sure-information-crossing,GermanyArmenia
Bulgaria,Panama,0.510451704,sure-information-crossing,BulgariaPanama
Panama,Bulgaria,0.510451704,sure-information-crossing,PanamaBulgaria
Ghana,Tunisia,0.510663641,sure-information-crossing,GhanaTunisia
Ghana,Kenya,0.510663641,sure-information-crossing,GhanaKenya
Kenya,Ghana,0.510663641,sure-information-crossing,KenyaGhana
Tunisia,Ghana,0.510663641,sure-information-crossing,TunisiaGhana
Hong Kong,Russia,0.510748392,sure-information-crossing,Hong KongRussia
Malta,Venezuela,0.510748392,sure-information-crossing,MaltaVenezuela
Russia,Hong Kong,0.510748392,sure-information-crossing,RussiaHong Kong
Venezuela,Malta,0.510748392,sure-information-crossing,VenezuelaMalta
Czech Republic,Egypt,0.510960206,sure-information-crossing,Czech RepublicEgypt
Egypt,Czech Republic,0.510960206,sure-information-crossing,EgyptCzech Republic
Mexico,Republic of Macedonia,0.511044908,sure-information-crossing,MexicoRepublic of Macedonia
Republic of Macedonia,Mexico,0.511044908,sure-information-crossing,Republic of MacedoniaMexico
Ireland,Libya,0.511087253,sure-information-crossing,IrelandLibya
Libya,Ireland,0.511087253,sure-information-crossing,LibyaIreland
Lithuania,Portugal,0.511087253,sure-information-crossing,LithuaniaPortugal
Mexico,Poland,0.511087253,sure-information-crossing,MexicoPoland
Poland,Mexico,0.511087253,sure-information-crossing,PolandMexico
Portugal,Lithuania,0.511087253,sure-information-crossing,PortugalLithuania
Bosnia and Herzegovina,Egypt,0.511129595,sure-information-crossing,Bosnia and HerzegovinaEgypt
Egypt,Bosnia and Herzegovina,0.511129595,sure-information-crossing,EgyptBosnia and Herzegovina
Germany,Vietnam,0.511129595,sure-information-crossing,GermanyVietnam
Libya,Ukraine,0.511129595,sure-information-crossing,LibyaUkraine
Panama,Turkey,0.511129595,sure-information-crossing,PanamaTurkey
Turkey,Panama,0.511129595,sure-information-crossing,TurkeyPanama
Ukraine,Libya,0.511129595,sure-information-crossing,UkraineLibya
Vietnam,Germany,0.511129595,sure-information-crossing,VietnamGermany
Angola,Lebanon,0.511214268,sure-information-crossing,AngolaLebanon
Azerbaijan,Malawi,0.511214268,sure-information-crossing,AzerbaijanMalawi
Bosnia and Herzegovina,Sri Lanka,0.511214268,sure-information-crossing,Bosnia and HerzegovinaSri Lanka
Lebanon,Angola,0.511214268,sure-information-crossing,LebanonAngola
Malawi,Azerbaijan,0.511214268,sure-information-crossing,MalawiAzerbaijan
Sri Lanka,Bosnia and Herzegovina,0.511214268,sure-information-crossing,Sri LankaBosnia and Herzegovina
Czech Republic,Ireland,0.511256599,sure-information-crossing,Czech RepublicIreland
Ireland,Czech Republic,0.511256599,sure-information-crossing,IrelandCzech Republic
Bosnia and Herzegovina,Germany,0.511425889,sure-information-crossing,Bosnia and HerzegovinaGermany
Germany,Bosnia and Herzegovina,0.511425889,sure-information-crossing,GermanyBosnia and Herzegovina
Hong Kong,Slovenia,0.511425889,sure-information-crossing,Hong KongSlovenia
Hong Kong,Poland,0.511425889,sure-information-crossing,Hong KongPoland
Poland,Hong Kong,0.511425889,sure-information-crossing,PolandHong Kong
Slovenia,Hong Kong,0.511425889,sure-information-crossing,SloveniaHong Kong
Brazil,United Arab Emirates,0.511468203,sure-information-crossing,BrazilUnited Arab Emirates
United Arab Emirates,Brazil,0.511468203,sure-information-crossing,United Arab EmiratesBrazil
Kazakhstan,Malaysia,0.511510514,sure-information-crossing,KazakhstanMalaysia
Kuwait,Spain,0.511510514,sure-information-crossing,KuwaitSpain
Malaysia,Kazakhstan,0.511510514,sure-information-crossing,MalaysiaKazakhstan
Spain,Kuwait,0.511510514,sure-information-crossing,SpainKuwait
Albania,Honduras,0.51155282,sure-information-crossing,AlbaniaHonduras
Honduras,Albania,0.51155282,sure-information-crossing,HondurasAlbania
Italy,Korea,0.511595124,sure-information-crossing,ItalyKorea
Italy,South Korea,0.511595124,sure-information-crossing,ItalySouth Korea
Korea,Italy,0.511595124,sure-information-crossing,KoreaItaly
Malaysia,Moldova,0.511595124,sure-information-crossing,MalaysiaMoldova
Moldova,Malaysia,0.511595124,sure-information-crossing,MoldovaMalaysia
South Korea,Italy,0.511595124,sure-information-crossing,South KoreaItaly
Australia,Lebanon,0.511764302,sure-information-crossing,AustraliaLebanon
Bolivia,Hong Kong,0.511764302,sure-information-crossing,BoliviaHong Kong
Ecuador,Sri Lanka,0.511764302,sure-information-crossing,EcuadorSri Lanka
Hong Kong,Bolivia,0.511764302,sure-information-crossing,Hong KongBolivia
Jordan,Kazakhstan,0.511764302,sure-information-crossing,JordanKazakhstan
Kazakhstan,Jordan,0.511764302,sure-information-crossing,KazakhstanJordan
Lebanon,Australia,0.511764302,sure-information-crossing,LebanonAustralia
Sri Lanka,Ecuador,0.511764302,sure-information-crossing,Sri LankaEcuador
Denmark,Iran,0.511933424,sure-information-crossing,DenmarkIran
Estonia,Iran,0.511933424,sure-information-crossing,EstoniaIran
Iran,Estonia,0.511933424,sure-information-crossing,IranEstonia
Iran,Denmark,0.511933424,sure-information-crossing,IranDenmark
El Salvador,Luxembourg,0.51206023,sure-information-crossing,El SalvadorLuxembourg
India,Norway,0.51206023,sure-information-crossing,IndiaNorway
Luxembourg,El Salvador,0.51206023,sure-information-crossing,LuxembourgEl Salvador
Norway,India,0.51206023,sure-information-crossing,NorwayIndia
Austria,Estonia,0.512144749,sure-information-crossing,AustriaEstonia
Estonia,Austria,0.512144749,sure-information-crossing,EstoniaAustria
Korea,Malta,0.512144749,sure-information-crossing,KoreaMalta
Lebanon,Montenegro,0.512144749,sure-information-crossing,LebanonMontenegro
Malta,Korea,0.512144749,sure-information-crossing,MaltaKorea
Malta,South Korea,0.512144749,sure-information-crossing,MaltaSouth Korea
Montenegro,Lebanon,0.512144749,sure-information-crossing,MontenegroLebanon
South Korea,Malta,0.512144749,sure-information-crossing,South KoreaMalta
Austria,Zambia,0.512271502,sure-information-crossing,AustriaZambia
Zambia,Austria,0.512271502,sure-information-crossing,ZambiaAustria
Georgia,Slovakia,0.512313746,sure-information-crossing,GeorgiaSlovakia
Slovakia,Georgia,0.512313746,sure-information-crossing,SlovakiaGeorgia
Israel,Norway,0.512355986,sure-information-crossing,IsraelNorway
Norway,Israel,0.512355986,sure-information-crossing,NorwayIsrael
Slovakia,Syria,0.512440457,sure-information-crossing,SlovakiaSyria
Syria,Slovakia,0.512440457,sure-information-crossing,SyriaSlovakia
Latvia,Syria,0.512524913,sure-information-crossing,LatviaSyria
Syria,Latvia,0.512524913,sure-information-crossing,SyriaLatvia
Germany,Montenegro,0.512609356,sure-information-crossing,GermanyMontenegro
Latvia,Portugal,0.512609356,sure-information-crossing,LatviaPortugal
Montenegro,Germany,0.512609356,sure-information-crossing,MontenegroGermany
Portugal,Latvia,0.512609356,sure-information-crossing,PortugalLatvia
Sierra Leone,Turkey,0.512651572,sure-information-crossing,Sierra LeoneTurkey
Turkey,Sierra Leone,0.512651572,sure-information-crossing,TurkeySierra Leone
Bangladesh,Germany,0.512820402,sure-information-crossing,BangladeshGermany
Germany,Bangladesh,0.512820402,sure-information-crossing,GermanyBangladesh
Kazakhstan,Philippines,0.512820402,sure-information-crossing,KazakhstanPhilippines
Philippines,Kazakhstan,0.512820402,sure-information-crossing,PhilippinesKazakhstan
Belarus,Uruguay,0.512946988,sure-information-crossing,BelarusUruguay
Georgia,Mozambique,0.512946988,sure-information-crossing,GeorgiaMozambique
Mozambique,Georgia,0.512946988,sure-information-crossing,MozambiqueGeorgia
Uruguay,Belarus,0.512946988,sure-information-crossing,UruguayBelarus
Italy,Slovenia,0.512989176,sure-information-crossing,ItalySlovenia
Slovenia,Italy,0.512989176,sure-information-crossing,SloveniaItaly
Trinidad and Tobago,United States,0.513157895,sure-information-crossing,Trinidad and TobagoUnited States
United States,Trinidad and Tobago,0.513157895,sure-information-crossing,United StatesTrinidad and Tobago
South Africa,Syria,0.513326558,sure-information-crossing,South AfricaSyria
Syria,South Africa,0.513326558,sure-information-crossing,SyriaSouth Africa
Bosnia and Herzegovina,Dominican Republic,0.513453019,sure-information-crossing,Bosnia and HerzegovinaDominican Republic
Dominican Republic,Bosnia and Herzegovina,0.513453019,sure-information-crossing,Dominican RepublicBosnia and Herzegovina
Latvia,Malta,0.513453019,sure-information-crossing,LatviaMalta
Malta,Latvia,0.513453019,sure-information-crossing,MaltaLatvia
Brazil,Sri Lanka,0.513579449,sure-information-crossing,BrazilSri Lanka
Sri Lanka,Brazil,0.513579449,sure-information-crossing,Sri LankaBrazil
Australia,Czech Republic,0.513621585,sure-information-crossing,AustraliaCzech Republic
Austria,Taiwan,0.513621585,sure-information-crossing,AustriaTaiwan
Czech Republic,Australia,0.513621585,sure-information-crossing,Czech RepublicAustralia
Slovenia,United Arab Emirates,0.513621585,sure-information-crossing,SloveniaUnited Arab Emirates
Taiwan,Austria,0.513621585,sure-information-crossing,TaiwanAustria
United Arab Emirates,Slovenia,0.513621585,sure-information-crossing,United Arab EmiratesSlovenia
Angola,South Africa,0.513663718,sure-information-crossing,AngolaSouth Africa
Argentina,Pakistan,0.513663718,sure-information-crossing,ArgentinaPakistan
Pakistan,Argentina,0.513663718,sure-information-crossing,PakistanArgentina
South Africa,Angola,0.513663718,sure-information-crossing,South AfricaAngola
Puerto Rico,Uruguay,0.513790096,sure-information-crossing,Puerto RicoUruguay
Uruguay,Puerto Rico,0.513790096,sure-information-crossing,UruguayPuerto Rico
Libya,Taiwan,0.513832216,sure-information-crossing,LibyaTaiwan
Portugal,South Africa,0.513832216,sure-information-crossing,PortugalSouth Africa
South Africa,Portugal,0.513832216,sure-information-crossing,South AfricaPortugal
Taiwan,Libya,0.513832216,sure-information-crossing,TaiwanLibya
Chile,Russia,0.514042759,sure-information-crossing,ChileRussia
Russia,Chile,0.514042759,sure-information-crossing,RussiaChile
Spain,United Arab Emirates,0.514042759,sure-information-crossing,SpainUnited Arab Emirates
United Arab Emirates,Spain,0.514042759,sure-information-crossing,United Arab EmiratesSpain
Iceland,Puerto Rico,0.514084858,sure-information-crossing,IcelandPuerto Rico
Puerto Rico,Iceland,0.514084858,sure-information-crossing,Puerto RicoIceland
Morocco,Russia,0.514253217,sure-information-crossing,MoroccoRussia
Russia,Morocco,0.514253217,sure-information-crossing,RussiaMorocco
Mexico,Morocco,0.51437945,sure-information-crossing,MexicoMorocco
Morocco,Mexico,0.51437945,sure-information-crossing,MoroccoMexico
Australia,Turkey,0.514421521,sure-information-crossing,AustraliaTurkey
Turkey,Australia,0.514421521,sure-information-crossing,TurkeyAustralia
Estonia,Iceland,0.514547713,sure-information-crossing,EstoniaIceland
Iceland,Estonia,0.514547713,sure-information-crossing,IcelandEstonia
Azerbaijan,Germany,0.51458977,sure-information-crossing,AzerbaijanGermany
Germany,Azerbaijan,0.51458977,sure-information-crossing,GermanyAzerbaijan
Greece,Qatar,0.51458977,sure-information-crossing,GreeceQatar
Qatar,Greece,0.51458977,sure-information-crossing,QatarGreece
Armenia,Sierra Leone,0.514631824,sure-information-crossing,ArmeniaSierra Leone
Jordan,United States,0.514631824,sure-information-crossing,JordanUnited States
Sierra Leone,Armenia,0.514631824,sure-information-crossing,Sierra LeoneArmenia
United States,Jordan,0.514631824,sure-information-crossing,United StatesJordan
Bolivia,South Africa,0.514715921,sure-information-crossing,BoliviaSouth Africa
South Africa,Bolivia,0.514715921,sure-information-crossing,South AfricaBolivia
Angola,Bosnia and Herzegovina,0.514842041,sure-information-crossing,AngolaBosnia and Herzegovina
Armenia,Kenya,0.514842041,sure-information-crossing,ArmeniaKenya
Bosnia and Herzegovina,Angola,0.514842041,sure-information-crossing,Bosnia and HerzegovinaAngola
Brazil,Kuwait,0.514842041,sure-information-crossing,BrazilKuwait
Kenya,Armenia,0.514842041,sure-information-crossing,KenyaArmenia
Kuwait,Brazil,0.514842041,sure-information-crossing,KuwaitBrazil
Croatia,Nepal,0.514926103,sure-information-crossing,CroatiaNepal
Finland,Ghana,0.514926103,sure-information-crossing,FinlandGhana
Ghana,Finland,0.514926103,sure-information-crossing,GhanaFinland
Nepal,Croatia,0.514926103,sure-information-crossing,NepalCroatia
Kenya,Turkey,0.51496813,sure-information-crossing,KenyaTurkey
Kenya,Malaysia,0.51496813,sure-information-crossing,KenyaMalaysia
Malaysia,Kenya,0.51496813,sure-information-crossing,MalaysiaKenya
Turkey,Kenya,0.51496813,sure-information-crossing,TurkeyKenya
Sierra Leone,Uruguay,0.515094188,sure-information-crossing,Sierra LeoneUruguay
Uruguay,Sierra Leone,0.515094188,sure-information-crossing,UruguaySierra Leone
Germany,Kazakhstan,0.5151362,sure-information-crossing,GermanyKazakhstan
Kazakhstan,Germany,0.5151362,sure-information-crossing,KazakhstanGermany
Australia,Georgia,0.515178209,sure-information-crossing,AustraliaGeorgia
Georgia,Australia,0.515178209,sure-information-crossing,GeorgiaAustralia
Ecuador,Republic of Macedonia,0.515220215,sure-information-crossing,EcuadorRepublic of Macedonia
Republic of Macedonia,Ecuador,0.515220215,sure-information-crossing,Republic of MacedoniaEcuador
El Salvador,Malaysia,0.515262217,sure-information-crossing,El SalvadorMalaysia
Malaysia,El Salvador,0.515262217,sure-information-crossing,MalaysiaEl Salvador
Montenegro,United Arab Emirates,0.515262217,sure-information-crossing,MontenegroUnited Arab Emirates
United Arab Emirates,Montenegro,0.515262217,sure-information-crossing,United Arab EmiratesMontenegro
Georgia,United States,0.515304216,sure-information-crossing,GeorgiaUnited States
United States,Georgia,0.515304216,sure-information-crossing,United StatesGeorgia
Luxembourg,Philippines,0.515388203,sure-information-crossing,LuxembourgPhilippines
Philippines,Luxembourg,0.515388203,sure-information-crossing,PhilippinesLuxembourg
Germany,Norway,0.515430192,sure-information-crossing,GermanyNorway
Norway,Germany,0.515430192,sure-information-crossing,NorwayGermany
Iraq,Sri Lanka,0.515472177,sure-information-crossing,IraqSri Lanka
Sri Lanka,Iraq,0.515472177,sure-information-crossing,Sri LankaIraq
Puerto Rico,United States,0.515514159,sure-information-crossing,Puerto RicoUnited States
United States,Puerto Rico,0.515514159,sure-information-crossing,United StatesPuerto Rico
Bangladesh,Japan,0.515556137,sure-information-crossing,BangladeshJapan
Hong Kong,Latvia,0.515556137,sure-information-crossing,Hong KongLatvia
Japan,Bangladesh,0.515556137,sure-information-crossing,JapanBangladesh
Latvia,Hong Kong,0.515556137,sure-information-crossing,LatviaHong Kong
Libya,Slovakia,0.515556137,sure-information-crossing,LibyaSlovakia
Slovakia,Libya,0.515556137,sure-information-crossing,SlovakiaLibya
Malawi,Malaysia,0.515598112,sure-information-crossing,MalawiMalaysia
Malaysia,Malawi,0.515598112,sure-information-crossing,MalaysiaMalawi
Malta,Philippines,0.515598112,sure-information-crossing,MaltaPhilippines
Philippines,Malta,0.515598112,sure-information-crossing,PhilippinesMalta
Greece,Lithuania,0.515640083,sure-information-crossing,GreeceLithuania
Lithuania,Greece,0.515640083,sure-information-crossing,LithuaniaGreece
Lithuania,Syria,0.515640083,sure-information-crossing,LithuaniaSyria
Syria,Lithuania,0.515640083,sure-information-crossing,SyriaLithuania
Ecuador,Uruguay,0.515682051,sure-information-crossing,EcuadorUruguay
Uruguay,Ecuador,0.515682051,sure-information-crossing,UruguayEcuador
Caribbean Netherlands,Croatia,0.515724016,sure-information-crossing,Caribbean NetherlandsCroatia
Croatia,Caribbean Netherlands,0.515724016,sure-information-crossing,CroatiaCaribbean Netherlands
Croatia,Netherlands,0.515724016,sure-information-crossing,CroatiaNetherlands
Japan,Romania,0.515724016,sure-information-crossing,JapanRomania
Netherlands,Croatia,0.515724016,sure-information-crossing,NetherlandsCroatia
Romania,Japan,0.515724016,sure-information-crossing,RomaniaJapan
Dominican Republic,Italy,0.515765977,sure-information-crossing,Dominican RepublicItaly
Guatemala,Slovenia,0.515765977,sure-information-crossing,GuatemalaSlovenia
Italy,Dominican Republic,0.515765977,sure-information-crossing,ItalyDominican Republic
Slovenia,Guatemala,0.515765977,sure-information-crossing,SloveniaGuatemala
Croatia,Trinidad and Tobago,0.515849889,sure-information-crossing,CroatiaTrinidad and Tobago
Iran,United Kingdom,0.515849889,sure-information-crossing,IranUnited Kingdom
Trinidad and Tobago,Croatia,0.515849889,sure-information-crossing,Trinidad and TobagoCroatia
United Kingdom,Iran,0.515849889,sure-information-crossing,United KingdomIran
Belarus,Burkina Faso,0.515933788,sure-information-crossing,BelarusBurkina Faso
Burkina Faso,Belarus,0.515933788,sure-information-crossing,Burkina FasoBelarus
Ecuador,Turkey,0.515933788,sure-information-crossing,EcuadorTurkey
Malawi,Spain,0.515933788,sure-information-crossing,MalawiSpain
Spain,Malawi,0.515933788,sure-information-crossing,SpainMalawi
Turkey,Ecuador,0.515933788,sure-information-crossing,TurkeyEcuador
Dominican Republic,United Kingdom,0.515975732,sure-information-crossing,Dominican RepublicUnited Kingdom
United Kingdom,Dominican Republic,0.515975732,sure-information-crossing,United KingdomDominican Republic
Costa Rica,Slovenia,0.51605961,sure-information-crossing,Costa RicaSlovenia
Slovenia,Costa Rica,0.51605961,sure-information-crossing,SloveniaCosta Rica
Brazil,Suriname,0.516101544,sure-information-crossing,BrazilSuriname
Chile,Kazakhstan,0.516101544,sure-information-crossing,ChileKazakhstan
Kazakhstan,Chile,0.516101544,sure-information-crossing,KazakhstanChile
Niger,Poland,0.516101544,sure-information-crossing,NigerPoland
Nigeria,Poland,0.516101544,sure-information-crossing,NigeriaPoland
Poland,Niger,0.516101544,sure-information-crossing,PolandNiger
Poland,Nigeria,0.516101544,sure-information-crossing,PolandNigeria
Suriname,Brazil,0.516101544,sure-information-crossing,SurinameBrazil
China,Lebanon,0.516185401,sure-information-crossing,ChinaLebanon
Lebanon,China,0.516185401,sure-information-crossing,LebanonChina
Libya,United States,0.516269245,sure-information-crossing,LibyaUnited States
Romania,Slovakia,0.516269245,sure-information-crossing,RomaniaSlovakia
Slovakia,Romania,0.516269245,sure-information-crossing,SlovakiaRomania
United States,Libya,0.516269245,sure-information-crossing,United StatesLibya
Brazil,Latvia,0.516311162,sure-information-crossing,BrazilLatvia
Latvia,Brazil,0.516311162,sure-information-crossing,LatviaBrazil
China,Libya,0.516353076,sure-information-crossing,ChinaLibya
Libya,China,0.516353076,sure-information-crossing,LibyaChina
Armenia,Ghana,0.516394986,sure-information-crossing,ArmeniaGhana
Georgia,Iceland,0.516394986,sure-information-crossing,GeorgiaIceland
Ghana,Armenia,0.516394986,sure-information-crossing,GhanaArmenia
Iceland,Georgia,0.516394986,sure-information-crossing,IcelandGeorgia
Malaysia,Sierra Leone,0.516436892,sure-information-crossing,MalaysiaSierra Leone
Sierra Leone,Malaysia,0.516436892,sure-information-crossing,Sierra LeoneMalaysia
France,Malaysia,0.516478796,sure-information-crossing,FranceMalaysia
Iran,Venezuela,0.516478796,sure-information-crossing,IranVenezuela
Malaysia,France,0.516478796,sure-information-crossing,MalaysiaFrance
Turkey,United States,0.516478796,sure-information-crossing,TurkeyUnited States
United States,Turkey,0.516478796,sure-information-crossing,United StatesTurkey
Venezuela,Iran,0.516478796,sure-information-crossing,VenezuelaIran
Bolivia,Finland,0.516520695,sure-information-crossing,BoliviaFinland
Finland,Bolivia,0.516520695,sure-information-crossing,FinlandBolivia
Georgia,Ireland,0.516520695,sure-information-crossing,GeorgiaIreland
Ireland,Georgia,0.516520695,sure-information-crossing,IrelandGeorgia
Belarus,Namibia,0.516604485,sure-information-crossing,BelarusNamibia
Latvia,Senegal,0.516604485,sure-information-crossing,LatviaSenegal
Namibia,Belarus,0.516604485,sure-information-crossing,NamibiaBelarus
Panama,Slovenia,0.516604485,sure-information-crossing,PanamaSlovenia
Senegal,Latvia,0.516604485,sure-information-crossing,SenegalLatvia
Slovenia,Panama,0.516604485,sure-information-crossing,SloveniaPanama
Italy,Philippines,0.516730144,sure-information-crossing,ItalyPhilippines
Philippines,Italy,0.516730144,sure-information-crossing,PhilippinesItaly
Belgium,Chile,0.516772023,sure-information-crossing,BelgiumChile
Chile,Belgium,0.516772023,sure-information-crossing,ChileBelgium
Croatia,Mexico,0.516772023,sure-information-crossing,CroatiaMexico
Mexico,Croatia,0.516772023,sure-information-crossing,MexicoCroatia
China,Saudi Arabia,0.516813899,sure-information-crossing,ChinaSaudi Arabia
Saudi Arabia,China,0.516813899,sure-information-crossing,Saudi ArabiaChina
Jordan,Russia,0.516939507,sure-information-crossing,JordanRussia
Russia,Jordan,0.516939507,sure-information-crossing,RussiaJordan
Iceland,Portugal,0.517023229,sure-information-crossing,IcelandPortugal
Portugal,Iceland,0.517023229,sure-information-crossing,PortugalIceland
Mexico,Portugal,0.517106937,sure-information-crossing,MexicoPortugal
Portugal,Mexico,0.517106937,sure-information-crossing,PortugalMexico
Armenia,Malawi,0.517148786,sure-information-crossing,ArmeniaMalawi
Germany,Pakistan,0.517148786,sure-information-crossing,GermanyPakistan
Malawi,Armenia,0.517148786,sure-information-crossing,MalawiArmenia
Pakistan,Germany,0.517148786,sure-information-crossing,PakistanGermany
Italy,Norway,0.517190632,sure-information-crossing,ItalyNorway
Norway,Italy,0.517190632,sure-information-crossing,NorwayItaly
Bosnia and Herzegovina,Niger,0.517232474,sure-information-crossing,Bosnia and HerzegovinaNiger
Bosnia and Herzegovina,Nigeria,0.517232474,sure-information-crossing,Bosnia and HerzegovinaNigeria
Niger,Bosnia and Herzegovina,0.517232474,sure-information-crossing,NigerBosnia and Herzegovina
Nigeria,Bosnia and Herzegovina,0.517232474,sure-information-crossing,NigeriaBosnia and Herzegovina
Ukraine,Vietnam,0.517399809,sure-information-crossing,UkraineVietnam
Vietnam,Ukraine,0.517399809,sure-information-crossing,VietnamUkraine
Croatia,Mozambique,0.517441634,sure-information-crossing,CroatiaMozambique
El Salvador,Poland,0.517441634,sure-information-crossing,El SalvadorPoland
Iceland,Libya,0.517441634,sure-information-crossing,IcelandLibya
Libya,Iceland,0.517441634,sure-information-crossing,LibyaIceland
Mozambique,Croatia,0.517441634,sure-information-crossing,MozambiqueCroatia
Poland,El Salvador,0.517441634,sure-information-crossing,PolandEl Salvador
Chile,Tunisia,0.517525275,sure-information-crossing,ChileTunisia
Tunisia,Chile,0.517525275,sure-information-crossing,TunisiaChile
Jamaica,Libya,0.517692515,sure-information-crossing,JamaicaLibya
Libya,Jamaica,0.517692515,sure-information-crossing,LibyaJamaica
Kuwait,Montenegro,0.517776115,sure-information-crossing,KuwaitMontenegro
Montenegro,Kuwait,0.517776115,sure-information-crossing,MontenegroKuwait
Belarus,India,0.51781791,sure-information-crossing,BelarusIndia
India,Belarus,0.51781791,sure-information-crossing,IndiaBelarus
France,Pakistan,0.517859701,sure-information-crossing,FrancePakistan
Pakistan,France,0.517859701,sure-information-crossing,PakistanFrance
Montenegro,Qatar,0.518026834,sure-information-crossing,MontenegroQatar
Mozambique,Portugal,0.518026834,sure-information-crossing,MozambiquePortugal
Portugal,Mozambique,0.518026834,sure-information-crossing,PortugalMozambique
Qatar,Montenegro,0.518026834,sure-information-crossing,QatarMontenegro
Albania,Singapore,0.518277431,sure-information-crossing,AlbaniaSingapore
Singapore,Albania,0.518277431,sure-information-crossing,SingaporeAlbania
Libya,Norway,0.518319186,sure-information-crossing,LibyaNorway
Norway,Libya,0.518319186,sure-information-crossing,NorwayLibya
Latvia,Taiwan,0.518402685,sure-information-crossing,LatviaTaiwan
Taiwan,Latvia,0.518402685,sure-information-crossing,TaiwanLatvia
Burkina Faso,Ukraine,0.518444429,sure-information-crossing,Burkina FasoUkraine
Luxembourg,Niger,0.518444429,sure-information-crossing,LuxembourgNiger
Luxembourg,Nigeria,0.518444429,sure-information-crossing,LuxembourgNigeria
Niger,Luxembourg,0.518444429,sure-information-crossing,NigerLuxembourg
Nigeria,Luxembourg,0.518444429,sure-information-crossing,NigeriaLuxembourg
Ukraine,Burkina Faso,0.518444429,sure-information-crossing,UkraineBurkina Faso
Australia,Libya,0.51848617,sure-information-crossing,AustraliaLibya
Belarus,Senegal,0.51848617,sure-information-crossing,BelarusSenegal
Libya,Australia,0.51848617,sure-information-crossing,LibyaAustralia
Senegal,Belarus,0.51848617,sure-information-crossing,SenegalBelarus
Brazil,Qatar,0.518611373,sure-information-crossing,BrazilQatar
Greece,Kuwait,0.518611373,sure-information-crossing,GreeceKuwait
